Destination Port,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Fwd Header Length.1,Fwd Avg Bytes/Bulk,Fwd Avg Packets/Bulk,Fwd Avg Bulk Rate,Bwd Avg Bytes/Bulk,Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
443,169659,13,10,1105,4504,476,0,85.0,134.7287398,1410,0,450.4,559.7094881,33060.43299,135.5660472,7711.772727,12723.25067,34889,13,169659,14138.25,14969.03301,36455,33,134301,14922.33333,21965.42413,62135,48,0,0,0,0,272,212,76.62428754,58.94175965,0,1410,233.7083333,409.0790802,167345.6938,0,0,0,1,0,0,0,0,0,243.8695652,85.0,450.4,272,0,0,0,0,0,0,13,1105,10,4504,8192,123,12,20,0.0,0.0,0,0,0.0,0.0,0,0,0
80,5267722,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.759341514,1755907.333,3040548.237,5266830,126,5267722,2633861.0,3723580.469,5266830,892,0,0.0,0.0,0,0,0,0,0,0,104,40,0.569506136,0.189835379,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,1
53,144911,1,1,47,181,47,47,47.0,0.0,181,181,181.0,0.0,1573.379523,13.80157476,144911.0,0.0,144911,144911,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,6.90078738,6.90078738,47,181,91.66666667,77.36493607,5985.333333,0,0,0,0,0,0,0,0,1,137.5,47.0,181.0,32,0,0,0,0,0,0,1,47,1,181,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,0
80,42,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,47619.04762,42.0,0.0,42,42,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,23809.52381,23809.52381,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,237,236,0,32,0.0,0.0,0,0,0.0,0.0,0,0,1
80,35166582,203,104,43906,72185,602,0,216.2857143,228.4931854,1068,0,694.0865385,362.5879501,3301.173825,8.729878838,114923.4706,328144.5856,3545910,4,35200000,174081.3465,391283.3164,3545910,614,35200000,341422.2136,516451.227,3546459,4,0,0,0,0,6504,3336,5.772525746,2.957353092,0,1068,376.9188312,360.6438821,130064.0097,0,0,0,1,0,0,0,0,0,378.1465798,216.2857143,694.0865385,6504,0,0,0,0,0,0,203,43906,104,72185,29200,1176,101,32,0.0,0.0,0,0,0.0,0.0,0,0,1
80,5147945,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.777009078,1715981.667,2971409.676,5147070,124,5147945,2573972.5,3638909.382,5147070,875,0,0.0,0.0,0,0,0,0,0,0,104,40,0.582756809,0.19425227,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,1
80,5746326,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.69609695,1915442.0,3316841.809,5745401,102,5746326,2873163.0,4061957.934,5745401,925,0,0.0,0.0,0,0,0,0,0,0,104,40,0.522072712,0.174024237,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,1
53,201,2,2,68,158,34,34,34.0,0.0,79,79,79.0,0.0,1124378.109,19900.49751,67.0,109.1192009,193,4,4,4.0,0.0,4,4,4,4.0,0.0,4,4,0,0,0,0,64,64,9950.248756,9950.248756,34,79,52.0,24.64751509,607.5,0,0,0,0,0,0,0,0,1,65.0,34.0,79.0,64,0,0,0,0,0,0,2,68,2,158,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,0
80,5154364,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.776041428,1718121.333,2975280.226,5153679,96,5154364,2577182.0,3643717.001,5153679,685,0,0.0,0.0,0,0,0,0,0,0,104,40,0.582031071,0.194010357,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,1
443,60520818,16,16,1586,5514,683,0,99.125,204.8071857,1460,2,344.625,537.9267453,117.3150039,0.52874368,1952284.452,3968298.01,10000000,2,60500000,4034721.2,5047006.957,10100000,147,60400000,4027830.8,5061094.368,10200000,47,0,0,0,0,332,324,0.26437184,0.26437184,0,1460,215.1515152,414.5617506,171861.4451,0,0,0,1,0,0,0,0,1,221.875,99.125,344.625,332,0,0,0,0,0,0,16,1586,16,5514,8192,32101,15,20,168260.0,159791.5049,494433,102937,9918489.333,208080.4551,10000000,9493948,0
80,8710256,4,4,383,370,383,0,95.75,191.5,370,0,92.5,185.0,86.44981273,0.918457506,1244322.286,2156756.424,5000812,155,3709444,1236481.333,2139296.415,3706728,905,8710091,2903363.667,2595305.342,5001331,1137,0,0,0,0,136,136,0.459228753,0.459228753,0,383,83.66666667,166.0527025,27573.5,0,0,0,1,0,0,0,0,1,94.125,95.75,92.5,136,0,0,0,0,0,0,4,383,4,370,29200,235,1,32,0.0,0.0,0,0,0.0,0.0,0,0,1
443,112585,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,17.76435582,112585.0,0.0,112585,112585,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,8.88217791,8.88217791,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,398,62,0,32,0.0,0.0,0,0,0.0,0.0,0,0,0
443,331844,7,6,339,4875,189,0,48.42857143,76.72864989,1689,2,812.5,802.6939018,15712.20212,39.17503405,27653.66667,29230.40182,93627,29,331844,55307.33333,27452.21583,93627,30373,218659,43731.8,59611.34793,125860,51,0,0,0,0,152,124,21.09424911,18.08078495,0,1689,372.4285714,638.0513259,407109.4945,0,0,0,1,0,0,0,0,0,401.0769231,48.42857143,812.5,152,0,0,0,0,0,0,7,339,6,4875,8192,30016,6,20,0.0,0.0,0,0,0.0,0.0,0,0,0
80,5170798,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.773574988,1723599.333,2984767.532,5170112,125,5170798,2585399.0,3655336.179,5170112,686,0,0.0,0.0,0,0,0,0,0,0,104,40,0.580181241,0.193393747,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,1
80,6553104,7,5,860,2337,447,0,122.8571429,210.0479537,1808,0,467.4,783.6439242,487.8604094,1.831193279,595736.7273,1525267.178,5000020,4,6553104,1092184.0,2000626.056,5000020,4,1552397,388099.25,751427.6683,1515167,827,0,0,0,0,232,168,1.068196079,0.762997199,0,1808,245.9230769,510.9522909,261072.2436,0,0,0,1,0,0,0,0,0,266.4166667,122.8571429,467.4,232,0,0,0,0,0,0,7,860,5,2337,29200,243,2,32,0.0,0.0,0,0,0.0,0.0,0,0,1
80,5437883,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.735580372,1812627.667,3138950.939,5437176,180,5437883,2718941.5,3844164.096,5437176,707,0,0.0,0.0,0,0,0,0,0,0,104,40,0.551685279,0.183895093,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,1
53,190,2,2,84,116,42,42,42.0,0.0,58,58,58.0,0.0,1052631.579,21052.63158,63.33333333,68.30324541,138,4,48,48.0,0.0,48,48,4,4.0,0.0,4,4,0,0,0,0,64,64,10526.31579,10526.31579,42,58,48.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,60.5,42.0,58.0,64,0,0,0,0,0,0,2,84,2,116,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,0
80,5344025,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.748499492,1781341.667,3084616.515,5343150,139,5344025,2672012.5,3777558.879,5343150,875,0,0.0,0.0,0,0,0,0,0,0,104,40,0.561374619,0.187124873,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,1
443,1495662,11,7,465,3468,186,0,42.27272727,69.25329004,1340,0,495.4285714,643.5077977,2629.604817,12.03480466,87980.11765,243991.1722,998260,8,1495662,149566.2,309212.0006,998260,198,248208,41368.0,58223.18978,130050,48,0,0,0,0,260,176,7.354602845,4.68020181,0,1340,207.0,438.1936406,192013.6667,0,0,0,1,0,0,0,0,0,218.5,42.27272727,495.4285714,260,0,0,0,0,0,0,11,465,7,3468,29200,4380,9,20,0.0,0.0,0,0,0.0,0.0,0,0,0
80,5846705,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.684146028,1948901.667,3374913.421,5845916,148,5846705,2923352.5,4133128.939,5845916,789,0,0.0,0.0,0,0,0,0,0,0,104,40,0.513109521,0.171036507,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,1
80,5110619,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.782684055,1703539.667,2949857.768,5109742,127,5110619,2555309.5,3612513.086,5109742,877,0,0.0,0.0,0,0,0,0,0,0,104,40,0.587013041,0.195671014,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,1
80,51450,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,233.2361516,38.87269193,51450.0,0.0,51450,51450,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,19.43634597,19.43634597,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,6,252,1065,0,20,0.0,0.0,0,0,0.0,0.0,0,0,0
123,93281,1,1,48,48,48,48,48.0,0.0,48,48,48.0,0.0,1029.148487,21.44059348,93281.0,0.0,93281,93281,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,10.72029674,10.72029674,48,48,48.0,0.0,0.0,0,0,0,0,0,0,0,0,1,72.0,48.0,48.0,20,0,0,0,0,0,0,1,48,1,48,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,0
53,31525,2,2,72,104,36,36,36.0,0.0,52,52,52.0,0.0,5582.870738,126.8834259,10508.33333,18157.67811,31475,4,46,46.0,0.0,46,46,4,4.0,0.0,4,4,0,0,0,0,64,64,63.44171293,63.44171293,36,52,42.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,53.0,36.0,52.0,64,0,0,0,0,0,0,2,72,2,104,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,0
80,5613766,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.712534153,1871255.333,3240356.748,5612897,148,5613766,2806883.0,3968303.055,5612897,869,0,0.0,0.0,0,0,0,0,0,0,104,40,0.534400614,0.178133538,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,1
53,611,1,1,52,116,52,52,52.0,0.0,116,116,116.0,0.0,274959.0835,3273.322422,611.0,0.0,611,611,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,1636.661211,1636.661211,52,116,73.33333333,36.95041723,1365.333333,0,0,0,0,0,0,0,0,1,110.0,52.0,116.0,20,0,0,0,0,0,0,1,52,1,116,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,0
53,32299,4,2,148,330,37,37,37.0,0.0,165,165,165.0,0.0,14799.21979,185.7642651,6459.8,10686.04186,24632,1,24636,8212.0,14220.13717,24632,1,3,3.0,0.0,3,3,0,0,0,0,128,64,123.8428434,61.92142172,37,165,73.57142857,62.45760467,3900.952381,0,0,0,0,0,0,0,0,0,85.83333333,37.0,165.0,128,0,0,0,0,0,0,4,148,2,330,-1,-1,3,32,0.0,0.0,0,0,0.0,0.0,0,0,0
443,119500394,17,15,1773,1985,637,6,104.2941176,223.4546276,749,6,132.3333333,271.4131449,31.44759506,0.267781544,3854851.419,4887049.452,10000000,3,119000000,7467805.563,4381819.409,10000000,3,120000000,8535724.643,3517997.515,10000000,44,1,0,0,0,340,300,0.142258945,0.125522599,6,749,126.4848485,245.1355647,60091.44508,0,1,0,0,1,0,0,0,0,130.4375,104.2941176,132.3333333,340,0,0,0,0,0,0,17,1773,15,1985,221,241,16,20,57297.5,148649.8662,529107,295,9899776.583,273158.8341,10000000,9239458,0
53,30796,4,2,156,134,39,39,39.0,0.0,67,67,67.0,0.0,9416.807378,194.8304975,6159.2,10772.02582,24892,3,24944,8314.666667,14356.41022,24892,3,3,3.0,0.0,3,3,0,0,0,0,128,64,129.8869983,64.94349916,39,67,47.0,13.66260102,186.6666667,0,0,0,0,0,0,0,0,0,54.83333333,39.0,67.0,128,0,0,0,0,0,0,4,156,2,134,-1,-1,3,32,0.0,0.0,0,0,0.0,0.0,0,0,0
53,157,2,2,90,122,45,45,45.0,0.0,61,61,61.0,0.0,1350318.471,25477.70701,52.33333333,51.20872322,106,4,4,4.0,0.0,4,4,47,47.0,0.0,47,47,0,0,0,0,40,40,12738.8535,12738.8535,45,61,51.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,64.25,45.0,61.0,40,0,0,0,0,0,0,2,90,2,122,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,0
53,153,2,2,78,110,39,39,39.0,0.0,55,55,55.0,0.0,1228758.17,26143.79085,51.0,82.27393269,146,3,3,3.0,0.0,3,3,4,4.0,0.0,4,4,0,0,0,0,40,40,13071.89542,13071.89542,39,55,45.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,56.75,39.0,55.0,40,0,0,0,0,0,0,2,78,2,110,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,0
80,5607742,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.713299578,1869247.333,3236872.73,5606866,124,5607742,2803871.0,3964033.544,5606866,876,0,0.0,0.0,0,0,0,0,0,0,104,40,0.534974683,0.178324894,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,1
80,56,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,35714.28571,56.0,0.0,56,56,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,17857.14286,17857.14286,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,1444,1174,0,32,0.0,0.0,0,0,0.0,0.0,0,0,1
80,5242584,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.762982529,1747528.0,3026037.403,5241695,130,5242584,2621292.0,3705809.461,5241695,889,0,0.0,0.0,0,0,0,0,0,0,104,40,0.572236897,0.190745632,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,1
465,1897694,15,21,1317,1033,378,0,87.8,94.81350115,261,0,49.19047619,64.99739922,1238.345065,18.97039249,54219.82857,151161.2952,896791,3,1848253,132018.0714,242415.059,946100,720,1848615,92430.75,192903.3369,896791,3,0,0,0,0,488,680,7.904330203,11.06606228,0,378,63.51351351,79.50144011,6320.478979,0,0,0,1,0,0,0,0,1,65.27777778,87.8,49.19047619,488,0,0,0,0,0,0,15,1317,21,1033,29200,175,12,32,0.0,0.0,0,0,0.0,0.0,0,0,0
53,177,2,2,88,188,44,44,44.0,0.0,94,94,94.0,0.0,1559322.034,22598.87006,59.0,63.59245238,127,1,49,49.0,0.0,49,49,1,1.0,0.0,1,1,0,0,0,0,64,64,11299.43503,11299.43503,44,94,64.0,27.38612788,750.0,0,0,0,0,0,0,0,0,1,80.0,44.0,94.0,64,0,0,0,0,0,0,2,88,2,188,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,0
53,212,2,2,78,196,39,39,39.0,0.0,98,98,98.0,0.0,1292452.83,18867.92453,70.66666667,82.09953309,162,3,47,47.0,0.0,47,47,3,3.0,0.0,3,3,0,0,0,0,64,64,9433.962264,9433.962264,39,98,62.6,32.31563089,1044.3,0,0,0,0,0,0,0,0,1,78.25,39.0,98.0,64,0,0,0,0,0,0,2,78,2,196,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,0
53,168,2,2,46,46,23,23,23.0,0.0,23,23,23.0,0.0,547619.0476,23809.52381,56.0,95.26279442,166,1,1,1.0,0.0,1,1,1,1.0,0.0,1,1,0,0,0,0,64,64,11904.7619,11904.7619,23,23,23.0,0.0,0.0,0,0,0,0,0,0,0,0,1,28.75,23.0,23.0,64,0,0,0,0,0,0,2,46,2,46,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,0
443,5911024,8,7,375,4105,200,0,46.875,74.99226151,1460,0,586.4285714,709.5864658,757.905906,2.537631382,422216.0,1488600.294,5592049,2,5911024,844432.0,2094742.559,5592049,2,268252,44708.66667,59929.02593,155104,94,0,0,0,0,184,152,1.353403404,1.184227978,0,1460,280.0,531.0939653,282060.8,0,0,0,1,0,0,0,0,0,298.6666667,46.875,586.4285714,184,0,0,0,0,0,0,8,375,7,4105,8192,62,6,20,318973.0,0.0,318973,318973,5592049.0,0.0,5592049,5592049,0
443,5945575,8,4,374,4362,193,0,46.75,72.45244746,2920,0,1090.5,1321.370375,796.5587853,2.018307733,540506.8182,1703715.089,5674265,33,5945575,849367.8571,2129023.855,5674265,48,52013,17337.66667,16832.74643,33858,209,0,0,0,0,172,92,1.345538489,0.672769244,0,2920,364.3076923,832.8509655,693640.7308,0,0,0,1,0,0,0,0,0,394.6666667,46.75,1090.5,172,0,0,0,0,0,0,8,374,4,4362,8192,60,7,20,271262.0,0.0,271262,271262,5674265.0,0.0,5674265,5674265,0
53,31141,2,2,62,94,31,31,31.0,0.0,47,47,47.0,0.0,5009.473042,128.4480267,10380.33333,17974.93461,31136,2,2,2.0,0.0,2,2,3,3.0,0.0,3,3,0,0,0,0,64,40,64.22401336,64.22401336,31,47,37.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,46.75,31.0,47.0,64,0,0,0,0,0,0,2,62,2,94,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,0
53,168,2,2,82,114,41,41,41.0,0.0,57,57,57.0,0.0,1166666.667,23809.52381,56.0,90.06664199,160,4,4,4.0,0.0,4,4,4,4.0,0.0,4,4,0,0,0,0,64,64,11904.7619,11904.7619,41,57,47.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,59.25,41.0,57.0,64,0,0,0,0,0,0,2,82,2,114,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,0
443,60217254,11,9,1361,3159,917,0,123.7272727,275.7814682,2637,0,351.0,866.205807,75.06154299,0.332130721,3169329.158,13800000.0,60000000,1,216084,21608.4,25982.10342,52405,1,60200000,7520815.25,21200000.0,60000000,1,0,0,0,0,364,296,0.182671897,0.149458825,0,2637,215.2380952,594.4484759,353368.9905,0,0,0,1,0,0,0,0,0,226.0,123.7272727,351.0,364,0,0,0,0,0,0,11,1361,9,3159,65535,117,5,32,216084.0,0.0,216084,216084,60000000.0,0.0,60000000,60000000,0
80,120504,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,16.59695944,120504.0,0.0,120504,120504,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,8.298479719,8.298479719,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,953,235,0,32,0.0,0.0,0,0,0.0,0.0,0,0,0
53,60804,2,2,72,218,36,36,36.0,0.0,109,109,109.0,0.0,4769.423064,65.78514571,20268.0,35099.14359,60797,3,3,3.0,0.0,3,3,4,4.0,0.0,4,4,0,0,0,0,40,64,32.89257286,32.89257286,36,109,65.2,39.9837467,1598.7,0,0,0,0,0,0,0,0,1,81.5,36.0,109.0,40,0,0,0,0,0,0,2,72,2,218,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,0
80,5053312,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.79156007,1684437.333,2916769.824,5052433,130,5053312,2526656.0,3571988.089,5052433,879,0,0.0,0.0,0,0,0,0,0,0,104,40,0.593670052,0.197890017,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,1
80,5049441,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.792166895,1683147.0,2914534.038,5048561,97,5049441,2524720.5,3569249.464,5048561,880,0,0.0,0.0,0,0,0,0,0,0,104,40,0.594125171,0.198041724,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,1
53,156,2,2,80,112,40,40,40.0,0.0,56,56,56.0,0.0,1230769.231,25641.02564,52.0,52.5642464,106,1,1,1.0,0.0,1,1,49,49.0,0.0,49,49,0,0,0,0,40,40,12820.51282,12820.51282,40,56,46.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,58.0,40.0,56.0,40,0,0,0,0,0,0,2,80,2,112,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,0
80,5766207,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.693696914,1922069.0,3328520.15,5765513,123,5766207,2883103.5,4076342.607,5765513,694,0,0.0,0.0,0,0,0,0,0,0,104,40,0.520272685,0.173424228,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,1
80,8790901,4,4,602,364,602,0,150.5,301.0,364,0,91.0,182.0,109.8863473,0.910031861,1255843.0,2171884.972,5004570,100,3786331,1262110.333,2181514.923,3781106,885,8790801,2930267.0,2607301.444,5005163,3606,0,0,0,0,136,136,0.455015931,0.455015931,0,602,107.3333333,221.137966,48902.0,0,0,0,1,0,0,0,0,1,120.75,150.5,91.0,136,0,0,0,0,0,0,4,602,4,364,29200,236,1,32,0.0,0.0,0,0,0.0,0.0,0,0,1
80,5241769,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.763101159,1747256.333,3021155.822,5235785,110,5241769,2620884.5,3698027.751,5235785,5984,0,0.0,0.0,0,0,0,0,0,0,104,40,0.572325869,0.19077529,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,1
80,8559106,4,4,383,370,383,0,95.75,191.5,370,0,92.5,185.0,87.97647792,0.934677056,1222729.429,2128586.43,5001877,98,3557229,1185743.0,2051099.863,3554149,897,8558991,2852997.0,2573294.949,5002423,1539,0,0,0,0,136,136,0.467338528,0.467338528,0,383,83.66666667,166.0527025,27573.5,0,0,0,1,0,0,0,0,1,94.125,95.75,92.5,136,0,0,0,0,0,0,4,383,4,370,29200,235,1,32,0.0,0.0,0,0,0.0,0.0,0,0,1
2227,77,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,155844.1558,25974.02597,77.0,0.0,77,77,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,12987.01299,12987.01299,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,6,1013,256,0,20,0.0,0.0,0,0,0.0,0.0,0,0,0
80,5769947,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.693247269,1923315.667,3330361.629,5768886,96,5769947,2884973.5,4078468.17,5768886,1061,0,0.0,0.0,0,0,0,0,0,0,104,40,0.519935452,0.173311817,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,1
445,11121806,21,16,1942,2196,252,0,92.47619048,79.95975178,307,0,137.25,101.9395246,372.0618756,3.326797824,308939.0556,1808687.134,10900000,3,11100000,556090.3,2425180.211,10900000,3,11100000,741446.7333,2854168.678,11100000,3,0,0,0,0,444,344,1.888182549,1.438615275,0,307,108.8947368,92.14113425,8489.98862,0,0,0,1,0,0,0,0,0,111.8378378,92.47619048,137.25,444,0,0,0,0,0,0,21,1942,16,2196,8192,2049,19,20,263827.0,0.0,263827,263827,10900000.0,0.0,10900000,10900000,0
80,5180621,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.772108209,1726873.667,2990292.495,5179766,104,5180621,2590310.5,3662043.087,5179766,855,0,0.0,0.0,0,0,0,0,0,0,104,40,0.579081156,0.193027052,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,1
